_id,省,市,确认,疑似,死亡,治愈
104,江西,宜春,62,0,0,5
105,江西,赣州,59,0,0,2
106,江西,抚州,56,0,0,7
107,江西,萍乡,24,0,0,1
108,江西,吉安,16,0,0,1
109,江西,鹰潭,10,0,0,0
110,江西,景德镇,4,0,0,1
111,重庆,万州区,74,0,1,4
112,重庆,云阳县,20,0,0,5
113,重庆,江北区,19,0,0,1
114,重庆,九龙坡区,19,0,1,0
115,重庆,渝中区,19,0,0,0
116,重庆,开州区,18,0,0,2
117,重庆,垫江县,17,0,0,1
118,重庆,忠县,16,0,0,1
119,重庆,合川区,16,0,0,1
120,重庆,綦江区,14,0,0,0
121,重庆,两江新区,14,0,0,0
122,重庆,潼南区,13,0,0,0
123,重庆,长寿区,12,0,0,2
124,重庆,渝北区,12,0,0,1
125,重庆,奉节县,12,0,0,1
126,重庆,石柱县,12,0,0,0
127,重庆,巫溪县,11,0,0,1
128,重庆,大足区,9,0,0,0
129,重庆,丰都县,9,0,0,1
130,重庆,荣昌区,8,0,0,0
131,重庆,南岸区,8,0,0,0
132,重庆,璧山区,8,0,0,0
133,重庆,巫山县,8,0,0,4
134,重庆,大渡口区,7,0,0,1
135,重庆,铜梁区,7,0,0,0
136,重庆,高新区,4,0,0,0
137,重庆,梁平区,4,0,0,0
138,重庆,江津区,4,0,0,1
139,重庆,巴南区,3,0,0,0
140,重庆,涪陵区,3,0,0,0
141,重庆,永川区,3,0,0,1
142,重庆,彭水县,2,0,0,0
143,重庆,城口县,2,0,0,1
144,重庆,沙坪坝区,2,0,0,0
145,重庆,黔江区,2,0,0,0
146,重庆,酉阳县,1,0,0,0
147,重庆,万盛经开区,1,0,0,0
148,重庆,武隆区,1,0,0,0
149,重庆,秀山县,1,0,0,1
150,江苏,苏州,69,0,0,4
151,江苏,南京,57,0,0,15
152,江苏,徐州,49,0,0,3
153,江苏,淮安,37,0,0,2
154,江苏,无锡,31,0,0,1
155,江苏,南通,29,0,0,2
156,江苏,泰州,29,0,0,3
157,江苏,常州,29,0,0,5
158,江苏,连云港,24,0,0,2
159,江苏,扬州,17,0,0,2
160,江苏,盐城,16,0,0,3
161,江苏,宿迁,12,0,0,0
162,江苏,镇江,9,0,0,1
163,山东,青岛,44,0,0,5
164,山东,济南,41,0,0,3
165,山东,济宁,35,0,0,7
166,山东,临沂,35,0,0,3
167,山东,烟台,34,0,0,2
168,山东,威海,31,0,0,5
169,山东,潍坊,27,0,0,0
170,山东,德州,27,0,0,2
171,山东,泰安,20,0,0,1
172,山东,聊城,20,0,0,1
173,山东,枣庄,19,0,0,0
174,山东,淄博,15,0,0,1
175,山东,日照,14,0,0,2
176,山东,菏泽,13,0,0,2
177,山东,滨州,11,0,0,3
178,四川,成都,102,0,1,25
179,四川,南充,30,0,0,2
180,四川,广安,27,0,0,1
181,四川,达州,23,0,0,4
182,四川,巴中,20,0,0,0
183,四川,绵阳,19,0,0,2
184,四川,甘孜,17,0,0,0
185,四川,内江,17,0,0,0
186,四川,泸州,13,0,0,0
187,四川,德阳,12,0,0,0
188,四川,攀枝花,11,0,0,0
189,四川,自贡,9,0,0,0
190,四川,宜宾,9,0,0,0
191,四川,凉山,7,0,0,0
192,四川,广元,6,0,0,0
193,四川,雅安,6,0,0,0
194,四川,遂宁,5,0,0,2
195,四川,眉山,5,0,0,1
196,四川,乐山,3,0,0,0
197,四川,资阳,2,0,0,0
198,四川,阿坝,1,0,0,0
199,北京,朝阳,51,0,0,0
200,北京,海淀,47,0,0,0
201,北京,西城,36,0,0,0
202,北京,大兴,34,0,0,0
203,北京,外地来京,24,0,0,0
204,北京,丰台,22,0,0,0
205,北京,昌平,17,0,0,0
206,北京,通州,14,0,0,0
207,北京,房山,13,0,0,0
208,北京,石景山,13,0,0,0
209,北京,顺义,8,0,0,0
210,北京,东城,7,0,0,0
211,北京,怀柔,7,0,0,0
212,北京,门头沟,3,0,0,0
213,北京,延庆,1,0,0,0
214,北京,地区待确认,0,0,1,33
215,上海,外地来沪,93,0,0,16
216,上海,浦东,52,0,0,6
217,上海,宝山,16,0,0,0
218,上海,徐汇,16,0,0,0
219,上海,静安,15,0,0,3
220,上海,松江,13,0,0,0
221,上海,闵行,12,0,0,1
222,上海,长宁,11,0,0,0
223,上海,奉贤,9,0,0,1
224,上海,普陀,7,0,0,0
225,上海,虹口,7,0,0,0
226,上海,杨浦,7,0,0,0
227,上海,黄浦,5,0,0,1
228,上海,嘉定,5,0,0,0
229,上海,青浦,5,0,0,2
230,上海,金山,2,0,0,0
231,上海,崇明,2,0,0,0
232,上海,地区待确认,0,0,1,0
233,黑龙江,哈尔滨,94,0,0,9
234,黑龙江,绥化,39,0,2,1
235,黑龙江,双鸭山,36,0,0,1
236,黑龙江,鸡西,29,0,0,0
237,黑龙江,齐齐哈尔,27,0,0,0
238,黑龙江,佳木斯,13,0,0,1
239,黑龙江,大庆,13,0,1,0
240,黑龙江,牡丹江,11,0,0,0
241,黑龙江,七台河,10,0,0,0
242,黑龙江,大兴安岭,2,0,0,0
243,黑龙江,鹤岗,2,0,0,0
244,黑龙江,黑河,1,0,0,0
245,福建,福州,57,0,0,6
246,福建,莆田,44,0,0,1
247,福建,泉州,40,0,0,4
248,福建,厦门,23,0,0,1
249,福建,漳州,16,0,0,1
250,福建,宁德,16,0,0,1
251,福建,三明,12,0,0,0
252,福建,南平,12,0,0,0
253,福建,龙岩,4,0,0,0
254,福建,地区待确认,0,0,0,1
255,陕西,西安,80,0,0,9
256,陕西,安康,21,0,0,1
257,陕西,汉中,21,0,0,0
258,陕西,咸阳,15,0,0,1
259,陕西,宝鸡,12,0,0,2
260,陕西,渭南,9,0,0,0
261,陕西,铜川,8,0,0,3
262,陕西,延安,7,0,0,0
263,陕西,商洛,7,0,0,1
264,陕西,榆林,2,0,0,0
265,陕西,韩城,1,0,0,0
266,陕西,杨凌,1,0,0,0
267,广西,北海,31,0,0,3
268,广西,南宁,31,0,0,2
269,广西,桂林,28,0,0,5
270,广西,柳州,20,0,0,3
271,广西,防城港,15,0,0,1
272,广西,河池,11,0,0,0
273,广西,玉林,8,0,0,1
274,广西,钦州,7,0,0,0
275,广西,贵港,7,0,0,0
276,广西,梧州,5,0,0,2
277,广西,贺州,4,0,0,0
278,广西,百色,3,0,0,0
279,广西,来宾,2,0,0,0
280,河北,石家庄,24,0,0,3
281,河北,沧州,23,0,1,2
282,河北,邯郸,22,0,0,2
283,河北,邢台,20,0,0,0
284,河北,唐山,19,0,0,0
285,河北,保定,18,0,0,4
286,河北,廊坊,15,0,0,4
287,河北,张家口,13,0,0,1
288,河北,衡水,7,0,0,0
289,河北,承德,6,0,0,0
290,河北,秦皇岛,5,0,0,0
291,云南,昆明,41,0,0,2
292,云南,西双版纳州,15,0,0,2
293,云南,玉溪,13,0,0,2
294,云南,大理,11,0,0,2
295,云南,曲靖,10,0,0,1
296,云南,昭通市,10,0,0,1
297,云南,保山市,9,0,0,0
298,云南,丽江市,7,0,0,1
299,云南,德宏州,5,0,0,0
300,云南,红河,5,0,0,1
301,云南,楚雄州,4,0,0,0
302,云南,普洱,4,0,0,0
303,云南,临沧,1,0,0,0
304,云南,文山州,1,0,0,0
305,云南,地区待确认,0,0,0,1
306,海南,三亚,34,0,1,8
307,海南,海口,21,0,0,1
308,海南,万宁,12,0,0,0
309,海南,儋州,11,0,0,0
310,海南,澄迈县,7,0,1,1
311,海南,琼海,6,0,0,0
312,海南,临高县,5,0,0,0
313,海南,陵水县,4,0,0,0
314,海南,昌江县,4,0,0,0
315,海南,东方,3,0,0,0
316,海南,定安县,3,0,0,0
317,海南,文昌,3,0,0,0
318,海南,保亭县,2,0,0,0
319,海南,乐东,1,0,0,0
320,海南,琼中县,1,0,0,0
321,山西,晋中,27,0,0,5
322,山西,运城,17,0,0,1
323,山西,太原,11,0,0,1
324,山西,大同,9,0,0,3
325,山西,晋城,8,0,0,0
326,山西,吕梁,6,0,0,3
327,山西,长治,5,0,0,0
328,山西,阳泉,4,0,0,0
329,山西,朔州,4,0,0,1
330,山西,忻州,3,0,0,0
331,山西,临汾,2,0,0,1
332,辽宁,沈阳,25,0,0,2
333,辽宁,大连,14,0,0,3
334,辽宁,盘锦,11,0,0,0
335,辽宁,丹东,7,0,0,1
336,辽宁,阜新,7,0,0,0
337,辽宁,葫芦岛,7,0,0,0
338,辽宁,锦州,7,0,0,1
339,辽宁,朝阳市,6,0,0,0
340,辽宁,鞍山,3,0,0,0
341,辽宁,铁岭,3,0,0,0
342,辽宁,本溪,3,0,0,0
343,辽宁,辽阳,2,0,0,0
344,辽宁,营口,1,0,0,0
345,天津,宝坻区,23,0,1,0
346,天津,河北区,10,0,0,0
347,天津,河东区,10,0,0,0
348,天津,和平区,6,0,0,0
349,天津,外地来津,6,0,0,0
350,天津,西青区,4,0,0,0
351,天津,河西区,4,0,0,0
352,天津,宁河区,4,0,0,0
353,天津,东丽区,4,0,0,0
354,天津,滨海新区,3,0,0,0
355,天津,南开区,3,0,0,0
356,天津,红桥区,2,0,0,1
357,天津,北辰区,1,0,0,0
358,天津,津南区,1,0,0,0
359,天津,地区待确认,0,0,0,1
360,贵州,贵阳,18,0,0,1
361,贵州,毕节,17,0,0,0
362,贵州,遵义,12,0,0,0
363,贵州,六盘水,9,0,1,0
364,贵州,黔南州,7,0,0,3
365,贵州,铜仁,6,0,0,2
366,贵州,黔东南州,5,0,0,0
367,贵州,安顺,4,0,0,0
368,贵州,黔西南州,3,0,0,0
369,甘肃,兰州,32,0,0,2
370,甘肃,天水,10,0,0,1
371,甘肃,定西,5,0,0,1
372,甘肃,陇南,4,0,0,0
373,甘肃,白银,4,0,0,0
374,甘肃,甘南州,3,0,0,0
375,甘肃,临夏,3,0,0,2
376,甘肃,庆阳,2,0,0,0
377,甘肃,张掖,2,0,0,0
378,甘肃,平凉,1,0,0,0
379,甘肃,金昌,1,0,0,0
380,甘肃,地区待确认,0,0,0,3
381,吉林,长春,32,0,0,1
382,吉林,四平,10,0,1,0
383,吉林,延边,5,0,0,0
384,吉林,吉林,5,0,0,2
385,吉林,辽源,5,0,0,0
386,吉林,公主岭,4,0,0,1
387,吉林,通化,2,0,0,0
388,吉林,松原,2,0,0,0
389,内蒙古,鄂尔多斯,11,0,0,2
390,内蒙古,包头,9,0,0,0
391,内蒙古,呼和浩特,7,0,0,0
392,内蒙古,呼伦贝尔,5,0,0,1
393,内蒙古,赤峰,4,0,0,1
394,内蒙古,巴彦淖尔,4,0,0,0
395,内蒙古,乌兰察布,3,0,0,0
396,内蒙古,通辽,2,0,0,0
397,内蒙古,锡林郭勒,2,0,0,1
398,内蒙古,乌海,2,0,0,0
399,内蒙古,兴安盟乌兰浩特,1,0,0,0
400,宁夏,银川,27,0,0,3
401,宁夏,吴忠,9,0,0,0
402,宁夏,中卫,3,0,0,0
403,宁夏,固原,2,0,0,2
404,宁夏,石嘴山,1,0,0,0
405,宁夏,宁东管委会,1,0,0,0
406,新疆,乌鲁木齐,18,0,0,0
407,新疆,伊犁州,9,0,0,0
408,新疆,兵团第九师,4,0,0,0
409,新疆,昌吉州,2,0,0,0
410,新疆,巴州,1,0,0,0
411,新疆,六师五家渠,1,0,0,0
412,新疆,阿克苏,1,0,0,0
413,新疆,第八师石河子,1,0,0,0
414,新疆,第七师,1,0,0,0
415,新疆,吐鲁番,1,0,0,0
416,香港,香港,25,0,1,0
417,青海,西宁,15,0,0,3
418,青海,海北州,3,0,0,0
419,台湾,地区待确认,16,0,0,1
420,澳门,澳门,10,0,0,1
421,西藏,地区待确认,1,0,0,0
