_id,省,市,确认,疑似,死亡,治愈
97,安徽,黄山,9,0,0,1
98,安徽,宣城,5,0,0,2
99,江西,南昌,179,0,0,27
100,江西,新余,100,0,0,13
101,江西,九江,100,0,0,6
102,江西,上饶,98,0,0,7
103,江西,宜春,74,0,0,6
104,江西,赣州,69,0,0,2
105,江西,抚州,63,0,0,7
106,江西,萍乡,24,0,0,1
107,江西,吉安,17,0,0,1
108,江西,鹰潭,11,0,0,1
109,江西,景德镇,5,0,0,1
110,江苏,苏州,75,0,0,11
111,江苏,南京,71,0,0,20
112,江苏,徐州,56,0,0,8
113,江苏,淮安,44,0,0,5
114,江苏,无锡,38,0,0,4
115,江苏,连云港,32,0,0,4
116,江苏,南通,32,0,0,2
117,江苏,常州,31,0,0,6
118,江苏,泰州,30,0,0,4
119,江苏,扬州,18,0,0,2
120,江苏,盐城,17,0,0,3
121,江苏,宿迁,12,0,0,0
122,江苏,镇江,12,0,0,1
123,重庆,万州区,84,0,1,8
124,重庆,江北区,23,0,0,1
125,重庆,渝中区,20,0,0,1
126,重庆,云阳县,20,0,0,9
127,重庆,九龙坡区,19,0,1,1
128,重庆,垫江县,19,0,0,1
129,重庆,开州区,18,0,0,5
130,重庆,合川区,17,0,0,1
131,重庆,两江新区,16,0,0,0
132,重庆,忠县,16,0,0,3
133,重庆,綦江区,15,0,0,0
134,重庆,长寿区,15,0,0,2
135,重庆,奉节县,14,0,0,1
136,重庆,潼南区,13,0,0,0
137,重庆,渝北区,12,0,0,2
138,重庆,石柱县,12,0,0,0
139,重庆,巫溪县,12,0,0,2
140,重庆,大足区,10,0,0,0
141,重庆,丰都县,9,0,0,1
142,重庆,巫山县,8,0,0,4
143,重庆,荣昌区,8,0,0,0
144,重庆,铜梁区,8,0,0,0
145,重庆,璧山区,8,0,0,0
146,重庆,南岸区,8,0,0,0
147,重庆,大渡口区,7,0,0,1
148,重庆,永川区,5,0,0,1
149,重庆,梁平区,4,0,0,1
150,重庆,高新区,4,0,0,0
151,重庆,江津区,4,0,0,1
152,重庆,涪陵区,3,0,0,0
153,重庆,巴南区,3,0,0,0
154,重庆,彭水县,2,0,0,0
155,重庆,城口县,2,0,0,1
156,重庆,沙坪坝区,2,0,0,0
157,重庆,黔江区,2,0,0,0
158,重庆,酉阳县,1,0,0,0
159,重庆,万盛经开区,1,0,0,0
160,重庆,武隆区,1,0,0,0
161,重庆,秀山县,1,0,0,1
162,山东,青岛,49,0,1,8
163,山东,济南,43,0,0,3
164,山东,临沂,40,0,0,4
165,山东,济宁,39,0,0,8
166,山东,烟台,37,0,0,2
167,山东,潍坊,36,0,0,1
168,山东,威海,34,0,0,8
169,山东,聊城,33,0,0,2
170,山东,德州,30,0,0,4
171,山东,泰安,24,0,0,1
172,山东,枣庄,21,0,0,1
173,山东,淄博,16,0,0,1
174,山东,菏泽,16,0,0,4
175,山东,日照,15,0,0,2
176,山东,滨州,11,0,0,4
177,四川,成都,120,0,1,35
178,四川,南充,32,0,0,2
179,四川,广安,28,0,0,3
180,四川,达州,25,0,0,5
181,四川,巴中,21,0,0,1
182,四川,绵阳,20,0,0,3
183,四川,内江,17,0,0,2
184,四川,甘孜,17,0,0,0
185,四川,德阳,16,0,0,0
186,四川,泸州,16,0,0,2
187,四川,攀枝花,13,0,0,1
188,四川,宜宾,9,0,0,0
189,四川,自贡,9,0,0,2
190,四川,凉山,9,0,0,0
191,四川,遂宁,8,0,0,2
192,四川,眉山,7,0,0,1
193,四川,雅安,6,0,0,1
194,四川,广元,6,0,0,1
195,四川,乐山,3,0,0,0
196,四川,资阳,3,0,0,1
197,四川,阿坝,1,0,0,0
198,北京,朝阳,55,0,0,0
199,北京,海淀,52,0,0,0
200,北京,西城,38,0,0,0
201,北京,大兴,35,0,0,0
202,北京,丰台,27,0,0,0
203,北京,外地来京,24,0,0,0
204,北京,昌平,17,0,0,0
205,北京,通州,16,0,0,0
206,北京,房山,14,0,0,0
207,北京,石景山,13,0,0,0
208,北京,顺义,10,0,0,0
209,北京,东城,9,0,0,0
210,北京,怀柔,7,0,0,0
211,北京,密云,5,0,0,0
212,北京,门头沟,3,0,0,0
213,北京,延庆,1,0,0,0
214,北京,地区待确认,0,0,2,37
215,黑龙江,哈尔滨,114,0,0,9
216,黑龙江,双鸭山,38,0,2,1
217,黑龙江,绥化,35,0,3,1
218,黑龙江,鸡西,34,0,0,0
219,黑龙江,齐齐哈尔,27,0,0,0
220,黑龙江,佳木斯,13,0,0,1
221,黑龙江,大庆,13,0,1,0
222,黑龙江,七台河,13,0,0,0
223,黑龙江,牡丹江,12,0,0,1
224,黑龙江,鹤岗,4,0,0,1
225,黑龙江,大兴安岭,2,0,0,0
226,黑龙江,黑河,2,0,0,0
227,上海,外地来沪,97,0,0,20
228,上海,浦东,56,0,0,8
229,上海,宝山,17,0,0,0
230,上海,静安,16,0,0,3
231,上海,徐汇,16,0,0,1
232,上海,闵行,14,0,0,2
233,上海,松江,14,0,0,0
234,上海,长宁,11,0,0,1
235,上海,奉贤,9,0,0,1
236,上海,普陀,8,0,0,0
237,上海,虹口,7,0,0,1
238,上海,杨浦,7,0,0,0
239,上海,嘉定,7,0,0,1
240,上海,黄浦,5,0,0,1
241,上海,青浦,5,0,0,2
242,上海,金山,2,0,0,0
243,上海,崇明,2,0,0,0
244,上海,地区待确认,0,0,1,3
245,福建,福州,62,0,0,10
246,福建,莆田,47,0,0,1
247,福建,泉州,42,0,0,4
248,福建,厦门,25,0,0,2
249,福建,宁德,23,0,0,1
250,福建,漳州,16,0,0,3
251,福建,南平,16,0,0,2
252,福建,三明,13,0,0,1
253,福建,龙岩,6,0,0,1
254,福建,地区待确认,0,0,0,3
255,陕西,西安,96,0,0,10
256,陕西,安康,21,0,0,5
257,陕西,汉中,21,0,0,0
258,陕西,咸阳,16,0,0,2
259,陕西,宝鸡,13,0,0,2
260,陕西,渭南,13,0,0,0
261,陕西,延安,8,0,0,1
262,陕西,铜川,8,0,0,4
263,陕西,商洛,7,0,0,1
264,陕西,榆林,3,0,0,0
265,陕西,杨凌,1,0,0,0
266,陕西,韩城,1,0,0,0
267,河北,沧州,28,0,1,6
268,河北,唐山,27,0,0,2
269,河北,邯郸,27,0,0,2
270,河北,石家庄,24,0,0,3
271,河北,廊坊,22,0,0,4
272,河北,邢台,21,0,1,4
273,河北,保定,21,0,0,8
274,河北,张家口,14,0,0,1
275,河北,衡水,8,0,0,0
276,河北,秦皇岛,7,0,0,0
277,河北,承德,7,0,0,0
278,广西,南宁,35,0,0,2
279,广西,北海,33,0,0,3
280,广西,桂林,29,0,0,5
281,广西,柳州,20,0,0,3
282,广西,河池,19,0,1,0
283,广西,防城港,16,0,0,1
284,广西,玉林,9,0,0,1
285,广西,钦州,8,0,0,0
286,广西,来宾,7,0,0,0
287,广西,贵港,7,0,0,0
288,广西,梧州,5,0,0,3
289,广西,贺州,4,0,0,0
290,广西,百色,3,0,0,0
291,广西,崇左,0,0,0,0
292,云南,昆明,42,0,0,2
293,云南,西双版纳州,15,0,0,2
294,云南,玉溪,14,0,0,2
295,云南,昭通市,12,0,0,1
296,云南,大理,11,0,0,2
297,云南,曲靖,11,0,0,1
298,云南,保山市,9,0,0,0
299,云南,丽江市,7,0,0,1
300,云南,红河,5,0,0,2
301,云南,德宏州,5,0,0,0
302,云南,普洱,4,0,0,0
303,云南,楚雄州,4,0,0,0
304,云南,文山州,1,0,0,0
305,云南,临沧,1,0,0,0
306,云南,地区待确认,0,0,0,5
307,海南,三亚,40,0,1,10
308,海南,海口,23,0,0,2
309,海南,万宁,12,0,0,0
310,海南,儋州,11,0,0,1
311,海南,澄迈县,7,0,1,1
312,海南,琼海,6,0,1,0
313,海南,临高县,5,0,0,0
314,海南,昌江县,5,0,0,0
315,海南,陵水县,4,0,0,0
316,海南,文昌,3,0,0,0
317,海南,东方,3,0,0,0
318,海南,保亭,3,0,0,0
319,海南,定安县,3,0,0,0
320,海南,乐东,2,0,0,0
321,海南,琼中县,1,0,0,1
322,山西,晋中,32,0,0,6
323,山西,运城,18,0,0,4
324,山西,太原,15,0,0,1
325,山西,大同,11,0,0,3
326,山西,晋城,8,0,0,2
327,山西,长治,7,0,0,0
328,山西,忻州,6,0,0,0
329,山西,朔州,6,0,0,2
330,山西,吕梁,6,0,0,3
331,山西,阳泉,4,0,0,0
332,山西,临汾,2,0,0,1
333,辽宁,沈阳,26,0,0,3
334,辽宁,大连,16,0,0,3
335,辽宁,盘锦,11,0,0,0
336,辽宁,锦州,10,0,0,1
337,辽宁,葫芦岛,9,0,0,0
338,辽宁,阜新,7,0,0,0
339,辽宁,丹东,7,0,0,1
340,辽宁,朝阳市,6,0,0,0
341,辽宁,鞍山,3,0,0,0
342,辽宁,辽阳,3,0,0,0
343,辽宁,铁岭,3,0,0,0
344,辽宁,本溪,3,0,0,0
345,辽宁,营口,1,0,0,0
346,贵州,贵阳,22,0,0,1
347,贵州,毕节,21,0,0,0
348,贵州,遵义,15,0,0,1
349,贵州,六盘水,10,0,1,0
350,贵州,铜仁,7,0,0,2
351,贵州,黔南州,7,0,0,3
352,贵州,黔东南州,6,0,0,0
353,贵州,黔西南州,4,0,0,0
354,贵州,安顺,4,0,0,0
355,天津,宝坻区,31,0,1,0
356,天津,河东区,10,0,0,1
357,天津,河北区,10,0,0,0
358,天津,和平区,6,0,0,0
359,天津,外地来津,6,0,0,0
360,天津,宁河区,4,0,0,0
361,天津,西青区,4,0,0,0
362,天津,东丽区,4,0,0,0
363,天津,河西区,4,0,0,0
364,天津,南开区,3,0,0,0
365,天津,滨海新区,3,0,0,0
366,天津,红桥区,2,0,0,1
367,天津,津南区,1,0,0,0
368,天津,北辰区,1,0,0,0
369,天津,武清区,1,0,0,0
370,天津,地区待确认,0,0,0,2
371,甘肃,兰州,33,0,1,2
372,甘肃,天水,12,0,0,1
373,甘肃,定西,8,0,0,1
374,甘肃,甘南州,6,0,0,0
375,甘肃,平凉,4,0,0,0
376,甘肃,白银,4,0,0,0
377,甘肃,陇南,4,0,0,0
378,甘肃,临夏,3,0,0,2
379,甘肃,张掖,2,0,0,1
380,甘肃,庆阳,2,0,0,0
381,甘肃,金昌,1,0,0,1
382,甘肃,地区待确认,0,0,0,6
383,吉林,长春,37,0,0,1
384,吉林,四平,12,0,1,0
385,吉林,公主岭,6,0,0,1
386,吉林,辽源,6,0,0,0
387,吉林,吉林,5,0,0,2
388,吉林,延边,5,0,0,2
389,吉林,通化,3,0,0,0
390,吉林,松原,2,0,0,1
391,吉林,梅河口市,1,0,0,0
392,吉林,白城,1,0,0,0
393,内蒙古,鄂尔多斯,11,0,0,2
394,内蒙古,包头,10,0,0,0
395,内蒙古,呼和浩特,7,0,0,0
396,内蒙古,巴彦淖尔,6,0,0,0
397,内蒙古,呼伦贝尔,5,0,0,1
398,内蒙古,赤峰,4,0,0,1
399,内蒙古,通辽,3,0,0,0
400,内蒙古,乌兰察布,3,0,0,0
401,内蒙古,锡林郭勒,2,0,0,1
402,内蒙古,乌海,2,0,0,0
403,内蒙古,兴安盟乌兰浩特,1,0,0,0
404,宁夏,银川,28,0,0,5
405,宁夏,吴忠,10,0,0,4
406,宁夏,中卫,3,0,0,2
407,宁夏,固原,2,0,0,2
408,宁夏,石嘴山,1,0,0,0
409,宁夏,宁东管委会,1,0,0,0
410,新疆,乌鲁木齐,20,0,0,0
411,新疆,伊犁州,10,0,0,0
412,新疆,兵团第九师,4,0,0,0
413,新疆,巴州,3,0,0,0
414,新疆,昌吉州,2,0,0,0
415,新疆,兵团第十二师,1,0,0,0
416,新疆,六师五家渠,1,0,0,0
417,新疆,阿克苏,1,0,0,0
418,新疆,第八师石河子,1,0,0,0
419,新疆,第七师,1,0,0,0
420,新疆,吐鲁番,1,0,0,0
421,香港,地区待确认,26,0,1,0
422,台湾,地区待确认,18,0,0,1
423,青海,西宁,15,0,0,3
424,青海,海北州,3,0,0,0
425,澳门,地区待确认,10,0,0,1
426,西藏,地区待确认,1,0,0,0
